50122743818980096, 116, "Aisle 26 Bin 68", 16, 0
30182180976527900, 679, "Aisle 43 Bin 97", 34, 1
37140837435255200, 637, "Aisle 39 Bin 102", 62, 0
3015352270237650, 100, "Aisle 15 Bin 191", 31, 1
39868843659186600, 325, "Aisle 3 Bin 210", 13, 0
63569696828312400, 257, "Aisle 36 Bin 54", 50, 1
53894675567498896, 109, "Aisle 43 Bin 167", 7, 0
90619720874251600, 412, "Aisle 29 Bin 176", 16, 1
34299357116400900, 202, "Aisle 36 Bin 223", 40, 0
4129209197706730, 329, "Aisle 12 Bin 94", 43, 1
39681566964424896, 197, "Aisle 18 Bin 205", 39, 0
25281652711339800, 238, "Aisle 29 Bin 140", 37, 1
86530883654702896, 155, "Aisle 32 Bin 117", 32, 0
65855289783892496, 538, "Aisle 37 Bin 57", 10, 1
94852239098419200, 164, "Aisle 42 Bin 2", 13, 0
14113997596860100, 170, "Aisle 45 Bin 39", 19, 1
49700266886848496, 408, "Aisle 45 Bin 19", 35, 0
55534690292397000, 125, "Aisle 19 Bin 102", 43, 1
77767738449331296, 617, "Aisle 7 Bin 146", 31, 0
70628760474770200, 679, "Aisle 12 Bin 84", 13, 1
24435320441142800, 108, "Aisle 4 Bin 241", 4, 0
34111248468658500, 680, "Aisle 33 Bin 158", 37, 1
68407024368674800, 434, "Aisle 11 Bin 185", 119, 0
48841994642144096, 638, "Aisle 14 Bin 167", 56, 1
19170026054182400, 638, "Aisle 38 Bin 225", 26, 0
58455079377583800, 100, "Aisle 9 Bin 222", 37, 1
6394862789589250, 102, "Aisle 10 Bin 211", 6, 0
22083298853917200, 519, "Aisle 6 Bin 179", 61, 1
12596625724746000, 434, "Aisle 15 Bin 93", 47, 0
35061579090006700, 117, "Aisle 34 Bin 48", 6, 1
39002353786911200, 197, "Aisle 17 Bin 210", 22, 0
37899139465056000, 198, "Aisle 21 Bin 37", 87, 1
81639797355152704, 253, "Aisle 10 Bin 169", 40, 0
32472029640805900, 638, "Aisle 28 Bin 79", 42, 1
51722979674893696, 120, "Aisle 19 Bin 248", 75, 0
52806891205500200, 435, "Aisle 29 Bin 75", 86, 1
77275527071912992, 630, "Aisle 50 Bin 103", 29, 0
99254335588892304, 100, "Aisle 39 Bin 198", 76, 1
675629806136385, 431, "Aisle 45 Bin 163", 87, 0
93309166207109200, 120, "Aisle 46 Bin 160", 13, 1
98552482536486896, 553, "Aisle 36 Bin 36", 67, 0
9298271358185430, 679, "Aisle 15 Bin 169", 112, 1
51040970499544800, 545, "Aisle 7 Bin 152", 21, 0
26131043137101200, 512, "Aisle 46 Bin 138", 23, 1
76051265960550000, 700, "Aisle 36 Bin 113", 10, 0
5880814668353600, 431, "Aisle 23 Bin 156", 34, 1
78937633660311200, 700, "Aisle 14 Bin 31", 57, 0
56753159897751696, 530, "Aisle 21 Bin 49", 30, 1
23742204233446700, 431, "Aisle 49 Bin 249", 25, 0
98245743278940192, 538, "Aisle 21 Bin 211", 49, 1
53405318808602000, 108, "Aisle 1 Bin 250", 33, 0
57771303290484400, 329, "Aisle 7 Bin 126", 65, 1
89629452259877696, 166, "Aisle 33 Bin 79", 40, 0
20096919959955800, 300, "Aisle 11 Bin 191", 108, 1
51042631971900200, 197, "Aisle 50 Bin 119", 16, 0
3842977546117380, 288, "Aisle 13 Bin 137", 56, 1
73120677397676192, 619, "Aisle 25 Bin 109", 49, 0
11964756961541300, 431, "Aisle 13 Bin 234", 65, 1
79087401308279392, 475, "Aisle 41 Bin 216", 3, 0
41272858672435800, 163, "Aisle 2 Bin 234", 32, 1
30793165803674100, 553, "Aisle 30 Bin 128", 60, 0
87832146090358000, 560, "Aisle 40 Bin 224", 77, 1
82105315812667104, 215, "Aisle 49 Bin 215", 53, 0
76304214154325904, 279, "Aisle 23 Bin 31", 28, 1
76629269393064400, 511, "Aisle 33 Bin 64", 37, 0
95134593276440608, 100, "Aisle 39 Bin 128", 66, 1
52583152897585904, 325, "Aisle 29 Bin 15", 45, 0
76594580655858896, 306, "Aisle 34 Bin 10", 116, 1
37420050097785600, 638, "Aisle 24 Bin 240", 128, 0
44764547153356096, 170, "Aisle 12 Bin 75", 25, 1
20636561738872900, 518, "Aisle 25 Bin 124", 83, 0
34184426878997500, 700, "Aisle 17 Bin 128", 116, 1
78342449038102800, 125, "Aisle 34 Bin 192", 45, 0
17460331069071600, 114, "Aisle 24 Bin 20", 27, 1
55050063989773800, 447, "Aisle 40 Bin 184", 36, 0
2795801419088710, 169, "Aisle 37 Bin 127", 38, 1
49784068834740896, 512, "Aisle 6 Bin 240", 38, 0
91841302677467600, 110, "Aisle 27 Bin 111", 8, 1
52329489876262096, 412, "Aisle 4 Bin 39", 4, 0
76553026585826400, 545, "Aisle 21 Bin 94", 87, 1
98687599700457200, 700, "Aisle 22 Bin 197", 26, 0
57387371494599104, 336, "Aisle 5 Bin 98", 9, 1
44995743924666096, 655, "Aisle 6 Bin 158", 46, 0
98568070263386592, 100, "Aisle 46 Bin 187", 61, 1
81697552535495200, 135, "Aisle 17 Bin 4", 51, 0
17703711890810600, 560, "Aisle 5 Bin 181", 10, 1
55109098501199000, 130, "Aisle 34 Bin 120", 23, 0
57387371494599104, 329, "Aisle 6 Bin 101", 6, 1
68787427580349400, 412, "Aisle 3 Bin 193", 52, 0
58668416614620600, 606, "Aisle 28 Bin 114", 61, 1
68251748894475000, 114, "Aisle 28 Bin 72", 8, 0
21766952686389600, 530, "Aisle 11 Bin 232", 33, 1
28279256027983100, 300, "Aisle 45 Bin 190", 32, 0
53568040890195296, 288, "Aisle 12 Bin 127", 30, 1
62541359956853000, 163, "Aisle 12 Bin 170", 16, 0
84859904502215200, 300, "Aisle 8 Bin 124", 43, 1
48256207393694200, 250, "Aisle 7 Bin 183", 27, 0
30044496288717900, 288, "Aisle 12 Bin 202", 43, 1
64671910887010400, 102, "Aisle 26 Bin 246", 6, 0
89934950654407104, 155, "Aisle 45 Bin 12", 9, 1
32693755623267800, 277, "Aisle 35 Bin 180", 41, 0
76947864754048608, 336, "Aisle 11 Bin 218", 23, 1
74891565400624000, 435, "Aisle 3 Bin 29", 28, 0
18542034041540000, 409, "Aisle 6 Bin 163", 84, 1
35742348104784600, 164, "Aisle 38 Bin 25", 3, 0
82945238996356000, 447, "Aisle 20 Bin 183", 82, 1
40093131976809400, 114, "Aisle 27 Bin 153", 38, 0
76584672542747392, 409, "Aisle 29 Bin 223", 101, 1
15236672633310000, 500, "Aisle 24 Bin 208", 6, 0
37624065191405800, 320, "Aisle 27 Bin 61", 31, 1
49956304913672800, 655, "Aisle 38 Bin 233", 55, 0
49704656580173000, 434, "Aisle 43 Bin 144", 16, 1
9883354633214820, 570, "Aisle 7 Bin 100", 8, 0
50484367944936896, 551, "Aisle 39 Bin 248", 113, 1
47495701104732896, 431, "Aisle 42 Bin 8", 48, 0
98706618166802400, 105, "Aisle 19 Bin 198", 106, 1
81639797355152704, 250, "Aisle 16 Bin 9", 14, 0
66108629678757296, 125, "Aisle 32 Bin 52", 24, 1
11958672835989900, 125, "Aisle 32 Bin 198", 68, 0
84859904502215200, 320, "Aisle 9 Bin 42", 28, 1
51468324442223104, 326, "Aisle 41 Bin 51", 56, 0
11291097036510200, 102, "Aisle 41 Bin 98", 117, 1
90680479794054496, 197, "Aisle 19 Bin 125", 61, 0
19857017537510200, 108, "Aisle 42 Bin 239", 65, 1
36509009985563504, 326, "Aisle 48 Bin 249", 24, 0
24721607106398100, 533, "Aisle 25 Bin 184", 42, 1
89749740727391600, 109, "Aisle 21 Bin 116", 38, 0
30044496288717900, 545, "Aisle 43 Bin 198", 32, 1
75309219170945104, 619, "Aisle 30 Bin 159", 74, 0
43052257903195904, 517, "Aisle 34 Bin 165", 16, 1
29288253084047700, 116, "Aisle 27 Bin 8", 10, 0
97819348251523904, 477, "Aisle 4 Bin 54", 13, 1
19435929438680400, 326, "Aisle 1 Bin 126", 68, 0
28388021207772900, 278, "Aisle 11 Bin 56", 43, 1
4129209197706730, 431, "Aisle 19 Bin 190", 8, 0
44112841956907800, 430, "Aisle 38 Bin 102", 15, 1
81387773962809408, 674, "Aisle 4 Bin 161", 35, 0
26465201264342900, 400, "Aisle 19 Bin 96", 28, 1
10804684939236300, 100, "Aisle 7 Bin 87", 40, 0
3128880227539380, 163, "Aisle 49 Bin 106", 52, 1
42058598105977904, 435, "Aisle 1 Bin 118", 44, 0
88264354869380096, 700, "Aisle 5 Bin 46", 83, 1
17411156527141200, 553, "Aisle 45 Bin 60", 22, 0
63933298521484704, 412, "Aisle 7 Bin 118", 16, 1
24969318204480200, 700, "Aisle 15 Bin 18", 21, 0
36578778432483104, 238, "Aisle 9 Bin 247", 26, 1
85343233884485104, 679, "Aisle 6 Bin 183", 95, 0
86550853668973600, 637, "Aisle 13 Bin 42", 20, 1
91885361859909792, 675, "Aisle 24 Bin 106", 82, 0
96034993925246000, 319, "Aisle 24 Bin 120", 30, 1
43855171921624000, 516, "Aisle 42 Bin 250", 30, 0
97819348251523904, 190, "Aisle 10 Bin 6", 32, 1
83309683852680096, 540, "Aisle 43 Bin 75", 19, 0
71805542557583504, 306, "Aisle 21 Bin 183", 34, 1
56316724474115000, 109, "Aisle 50 Bin 152", 57, 0
16194599092604700, 570, "Aisle 39 Bin 71", 30, 1
77767738449331296, 320, "Aisle 19 Bin 241", 6, 0
26252957901022900, 135, "Aisle 47 Bin 204", 19, 1
34563526745289900, 570, "Aisle 16 Bin 211", 46, 0
51657582817875000, 679, "Aisle 23 Bin 34", 61, 1
19857017537510200, 540, "Aisle 35 Bin 23", 126, 0
15600325144765600, 700, "Aisle 24 Bin 19", 64, 1
1014539156935710, 679, "Aisle 47 Bin 75", 81, 0
96698577941808704, 400, "Aisle 48 Bin 113", 39, 1
68746397951446800, 197, "Aisle 24 Bin 150", 5, 0
99421391929372400, 253, "Aisle 37 Bin 146", 12, 1
83309683852680096, 516, "Aisle 50 Bin 201", 41, 0
74152890338799504, 120, "Aisle 44 Bin 1", 36, 1
13382569757965600, 511, "Aisle 1 Bin 76", 61, 0
40479361404416200, 169, "Aisle 12 Bin 158", 61, 1
26033399081981900, 160, "Aisle 30 Bin 162", 28, 0
59351016374872496, 601, "Aisle 40 Bin 89", 43, 1
26505832970152500, 680, "Aisle 24 Bin 188", 22, 0
79285169142210304, 630, "Aisle 4 Bin 75", 52, 1
3523617885331380, 536, "Aisle 46 Bin 61", 6, 0
82284302862153696, 279, "Aisle 43 Bin 143", 65, 1
9279132275329410, 319, "Aisle 38 Bin 223", 7, 0
61414621552731400, 185, "Aisle 49 Bin 45", 118, 1
5663620386252740, 536, "Aisle 1 Bin 198", 85, 0
43645789447428096, 257, "Aisle 43 Bin 198", 31, 1
60894945038128096, 617, "Aisle 35 Bin 218", 41, 0
29363807973923200, 114, "Aisle 12 Bin 216", 16, 1
31497086159775600, 431, "Aisle 4 Bin 32", 45, 0
11964756961541300, 606, "Aisle 7 Bin 7", 59, 1
1146724271950800, 412, "Aisle 30 Bin 126", 15, 0
37293245363758400, 320, "Aisle 10 Bin 101", 37, 1
27596658811315600, 160, "Aisle 7 Bin 198", 24, 0
49417408426281904, 110, "Aisle 7 Bin 41", 61, 1
96483938493161296, 500, "Aisle 1 Bin 225", 6, 0
76304214154325904, 190, "Aisle 46 Bin 104", 43, 1
53405318808602000, 620, "Aisle 10 Bin 229", 49, 0
71321312827522096, 412, "Aisle 26 Bin 26", 82, 1
15571889998893700, 700, "Aisle 36 Bin 188", 28, 0
50557279488208704, 155, "Aisle 49 Bin 81", 56, 1
90074404868985696, 215, "Aisle 43 Bin 164", 22, 0
975498040768059, 100, "Aisle 12 Bin 221", 67, 1
22763166264660700, 284, "Aisle 37 Bin 245", 47, 0
33341758155665200, 320, "Aisle 48 Bin 164", 24, 1
22666826816982500, 560, "Aisle 9 Bin 131", 38, 0
72460395323913696, 533, "Aisle 1 Bin 10", 7, 1
68435552677558800, 617, "Aisle 28 Bin 90", 15, 0
29192178549928400, 220, "Aisle 26 Bin 8", 14, 1
10187588141791900, 257, "Aisle 40 Bin 3", 54, 0
91100971652261504, 606, "Aisle 1 Bin 128", 21, 1
48295726025695200, 135, "Aisle 50 Bin 55", 33, 0
30324003845720100, 238, "Aisle 22 Bin 121", 4, 1
61127288833721800, 320, "Aisle 23 Bin 172", 3, 0
57434296914741800, 320, "Aisle 43 Bin 224", 44, 1
99980714919481696, 516, "Aisle 9 Bin 109", 28, 0
7974049778896070, 553, "Aisle 34 Bin 237", 43, 1
33984362660164600, 477, "Aisle 44 Bin 36", 38, 0
56316724474115000, 320, "Aisle 42 Bin 132", 46, 1
10606461905598600, 150, "Aisle 1 Bin 85", 78, 0
740637844845671, 300, "Aisle 19 Bin 178", 71, 1
82713078064717296, 166, "Aisle 18 Bin 98", 54, 0
19139184424322700, 117, "Aisle 18 Bin 236", 35, 1
88184177625624608, 604, "Aisle 3 Bin 142", 36, 0
84292244293677200, 617, "Aisle 37 Bin 31", 26, 1
35711698009325800, 117, "Aisle 43 Bin 181", 83, 0
87626473343599504, 516, "Aisle 25 Bin 231", 42, 1
47798387628279800, 434, "Aisle 19 Bin 114", 7, 0
58002423143582496, 517, "Aisle 48 Bin 81", 33, 1
59362809965445296, 197, "Aisle 21 Bin 235", 61, 0
69074708850815504, 700, "Aisle 3 Bin 206", 29, 1
76399285584235008, 536, "Aisle 6 Bin 24", 16, 0
50244890286048400, 601, "Aisle 44 Bin 162", 19, 1
70739599352825200, 308, "Aisle 41 Bin 198", 37, 0
99848306753738800, 275, "Aisle 7 Bin 66", 23, 1
88757716872559392, 117, "Aisle 45 Bin 176", 44, 0
11443091924302000, 114, "Aisle 1 Bin 36", 15, 1
93303046523882400, 553, "Aisle 43 Bin 27", 23, 0
39846215548977400, 430, "Aisle 40 Bin 153", 18, 1
99038508983142000, 120, "Aisle 23 Bin 210", 13, 0
36150237432754096, 135, "Aisle 23 Bin 203", 96, 1
18789690357374200, 655, "Aisle 6 Bin 124", 95, 0
74490015137922896, 170, "Aisle 22 Bin 250", 27, 1
73250292585026096, 520, "Aisle 35 Bin 126", 38, 0
47531478450809104, 336, "Aisle 46 Bin 147", 18, 1
16971975756505000, 135, "Aisle 38 Bin 116", 86, 0
87916239979454592, 215, "Aisle 46 Bin 211", 17, 1
98475127314608992, 545, "Aisle 25 Bin 73", 113, 0
33755962886969300, 336, "Aisle 27 Bin 242", 71, 1
68216995657031200, 100, "Aisle 13 Bin 12", 29, 0
8566767119382510, 288, "Aisle 5 Bin 58", 52, 1
7232251590302780, 617, "Aisle 39 Bin 234", 82, 0
9286862396330220, 674, "Aisle 25 Bin 216", 47, 1
74901444091942496, 257, "Aisle 10 Bin 165", 71, 0
2617138322551870, 125, "Aisle 38 Bin 64", 43, 1
2400525356115100, 604, "Aisle 11 Bin 136", 9, 0
43855171921624000, 409, "Aisle 20 Bin 84", 29, 1
43645789447428096, 110, "Aisle 17 Bin 18", 19, 0
51216892245973800, 520, "Aisle 8 Bin 200", 32, 1
87916239979454592, 500, "Aisle 10 Bin 30", 49, 0
63792112424699696, 655, "Aisle 41 Bin 89", 74, 1
52104981111517800, 118, "Aisle 6 Bin 100", 43, 0
92794257324924896, 284, "Aisle 28 Bin 37", 53, 1
87885699232768192, 320, "Aisle 38 Bin 168", 43, 0
30672303924221400, 680, "Aisle 21 Bin 15", 80, 1
61663377012916400, 128, "Aisle 11 Bin 32", 36, 0
59148925870112096, 257, "Aisle 4 Bin 45", 83, 1
62219938498797400, 619, "Aisle 17 Bin 149", 21, 0
3729858503248190, 517, "Aisle 49 Bin 173", 31, 1
23421311797105600, 135, "Aisle 2 Bin 224", 51, 0
77918384737722896, 108, "Aisle 18 Bin 228", 64, 1
77936319397829504, 215, "Aisle 1 Bin 108", 38, 0
73685032761133904, 308, "Aisle 43 Bin 177", 29, 1
51854564860995504, 679, "Aisle 49 Bin 217", 52, 0
76553026585826400, 128, "Aisle 40 Bin 181", 120, 1
30686999243428400, 619, "Aisle 27 Bin 216", 13, 0
5259091739734300, 620, "Aisle 45 Bin 206", 58, 1
71079858597341600, 220, "Aisle 14 Bin 172", 18, 0
12835427120325800, 606, "Aisle 15 Bin 244", 37, 1
55235808457720000, 517, "Aisle 31 Bin 131", 8, 0
79830868105566304, 197, "Aisle 9 Bin 11", 33, 1
55587970449475200, 135, "Aisle 18 Bin 124", 79, 0
95624393838757904, 336, "Aisle 16 Bin 121", 62, 1
2153954432069430, 220, "Aisle 23 Bin 222", 17, 0
59305027143782000, 638, "Aisle 26 Bin 145", 8, 1
52329489876262096, 447, "Aisle 7 Bin 154", 85, 0
59917256282433696, 128, "Aisle 11 Bin 188", 27, 1
76981394893129696, 538, "Aisle 44 Bin 64", 43, 0
99046373879758896, 118, "Aisle 35 Bin 35", 43, 1
14893766897429900, 155, "Aisle 13 Bin 80", 13, 0
1231783767633860, 680, "Aisle 27 Bin 77", 43, 1
26467564517925200, 116, "Aisle 6 Bin 142", 64, 0
94488506796263696, 430, "Aisle 37 Bin 195", 31, 1
34885903766157500, 408, "Aisle 37 Bin 143", 50, 0
90291406916689296, 220, "Aisle 4 Bin 42", 62, 1
55977141269377904, 300, "Aisle 44 Bin 20", 104, 0
19680551062071800, 604, "Aisle 37 Bin 238", 27, 1
1925906457364710, 675, "Aisle 2 Bin 166", 23, 0
76594580655858896, 320, "Aisle 38 Bin 159", 5, 1
21729967598997100, 520, "Aisle 43 Bin 139", 71, 0
1315100599733720, 700, "Aisle 47 Bin 23", 48, 1
94304472455264496, 515, "Aisle 7 Bin 55", 22, 0
65839939607916200, 185, "Aisle 33 Bin 42", 8, 1
85343233884485104, 130, "Aisle 24 Bin 86", 17, 0
37936332744965800, 638, "Aisle 41 Bin 12", 45, 1
75747885535237104, 257, "Aisle 47 Bin 136", 62, 0
31497086159775600, 533, "Aisle 4 Bin 228", 54, 1
40093131976809400, 518, "Aisle 20 Bin 90", 60, 0
34067613939591700, 275, "Aisle 43 Bin 182", 129, 1
55233753690263104, 512, "Aisle 42 Bin 82", 16, 0
35039221829485900, 198, "Aisle 22 Bin 35", 16, 1
92857861039211008, 284, "Aisle 34 Bin 65", 114, 0
29192178549928400, 284, "Aisle 20 Bin 4", 6, 1
95351650117892192, 408, "Aisle 24 Bin 114", 29, 0
52254906158953000, 275, "Aisle 24 Bin 24", 23, 1
7232251590302780, 553, "Aisle 10 Bin 177", 11, 0
94414849622838304, 570, "Aisle 21 Bin 195", 54, 1
10364738004552300, 110, "Aisle 47 Bin 57", 41, 0
88586193316934896, 538, "Aisle 14 Bin 15", 10, 1
26151180723159600, 570, "Aisle 26 Bin 17", 10, 0
4570339584885890, 655, "Aisle 17 Bin 19", 74, 1
66035222893589296, 674, "Aisle 17 Bin 76", 54, 0
1734741463409900, 308, "Aisle 44 Bin 209", 43, 1
33571528085421700, 185, "Aisle 20 Bin 189", 56, 0
38111652070510800, 675, "Aisle 25 Bin 8", 10, 1
53104253818652400, 164, "Aisle 42 Bin 58", 55, 0
5677235808095110, 160, "Aisle 42 Bin 115", 40, 1
66905151715642000, 500, "Aisle 50 Bin 209", 16, 0
62635973769824304, 674, "Aisle 29 Bin 214", 9, 1
53351345540051400, 619, "Aisle 27 Bin 48", 52, 0
72498250794599008, 325, "Aisle 17 Bin 131", 28, 1
15898365982496100, 105, "Aisle 17 Bin 45", 70, 0
32275441751998600, 288, "Aisle 12 Bin 222", 55, 1
56803396156742600, 533, "Aisle 33 Bin 14", 30, 0
63967135557205600, 679, "Aisle 39 Bin 180", 29, 1
49449568344601200, 530, "Aisle 45 Bin 76", 32, 0
27851323718389500, 329, "Aisle 37 Bin 123", 3, 1
83343545961596800, 306, "Aisle 4 Bin 178", 64, 0
75708370352843600, 336, "Aisle 41 Bin 196", 33, 1
27881970631066300, 475, "Aisle 14 Bin 33", 18, 0
48254805193866704, 511, "Aisle 24 Bin 168", 16, 1
25462713938532200, 336, "Aisle 32 Bin 26", 18, 0
34138373731392600, 288, "Aisle 17 Bin 22", 35, 1
68488175285164800, 700, "Aisle 26 Bin 82", 32, 0
32572043848765400, 150, "Aisle 44 Bin 97", 17, 1
12445222639251000, 128, "Aisle 4 Bin 246", 61, 0
5076801484302480, 617, "Aisle 20 Bin 109", 18, 1
28291943387951000, 560, "Aisle 31 Bin 40", 19, 0
75447520129640000, 170, "Aisle 45 Bin 53", 16, 1
58981406464547800, 606, "Aisle 9 Bin 215", 59, 0
88979244085057792, 160, "Aisle 15 Bin 40", 31, 1
96319937572960896, 130, "Aisle 14 Bin 128", 57, 0
27706710281607400, 114, "Aisle 28 Bin 164", 109, 1
71102094320189800, 166, "Aisle 32 Bin 33", 25, 0
57254446405340896, 275, "Aisle 36 Bin 214", 48, 1
44786604086640096, 700, "Aisle 20 Bin 239", 28, 0
37671547968560096, 434, "Aisle 38 Bin 171", 25, 1
7390420430719850, 155, "Aisle 24 Bin 26", 42, 0
1328124933346380, 326, "Aisle 28 Bin 93", 5, 1
75447520129640000, 116, "Aisle 2 Bin 245", 8, 0
61558155103583104, 553, "Aisle 42 Bin 156", 5, 1
1734741463409900, 545, "Aisle 26 Bin 123", 7, 0
59767405722089904, 163, "Aisle 19 Bin 92", 25, 1
49956304913672800, 680, "Aisle 10 Bin 85", 49, 0
53067299145586200, 606, "Aisle 7 Bin 55", 60, 1
63828967202720200, 540, "Aisle 29 Bin 95", 36, 0
53003881976061904, 325, "Aisle 40 Bin 57", 38, 1
87885699232768192, 336, "Aisle 25 Bin 45", 48, 0
88012015120017504, 170, "Aisle 37 Bin 137", 65, 1
56055919305216200, 253, "Aisle 19 Bin 149", 5, 0
63433392785511400, 516, "Aisle 14 Bin 50", 37, 1
2400525356115100, 655, "Aisle 26 Bin 192", 42, 0
88767110896638304, 477, "Aisle 47 Bin 113", 23, 1
52783636813423600, 215, "Aisle 29 Bin 137", 10, 0
94112191881851104, 475, "Aisle 42 Bin 149", 39, 1
96337208617258096, 533, "Aisle 45 Bin 189", 30, 0
79830868105566304, 114, "Aisle 46 Bin 228", 47, 1
7390420430719850, 336, "Aisle 21 Bin 153", 102, 0
58689733294135600, 120, "Aisle 50 Bin 228", 22, 1
5295730735078740, 520, "Aisle 19 Bin 132", 29, 0
70973566661452800, 637, "Aisle 22 Bin 19", 40, 1
5763074249343890, 125, "Aisle 30 Bin 153", 113, 0
56449324888107200, 533, "Aisle 29 Bin 197", 27, 1
51159767004005296, 117, "Aisle 35 Bin 16", 13, 0
3027971305327570, 215, "Aisle 40 Bin 46", 8, 1
33330138963889000, 630, "Aisle 49 Bin 83", 46, 0
